staff_id,role,department_id,hospital_id,specialization,shift_type,employment_type,years_experience,on_roster
STF00668,Resident Doctor,DEP0028,HOSP02,Orthopedic Surgeon,Morning,Contract,15.4,True
STF00669,Support Staff,DEP0074,HOSP04,-,Evening,Visiting,3.5,True
STF00670,Radiology Technician,DEP0096,HOSP05,-,Rotating,Permanent,11.9,True
STF00671,Lab Technician,DEP0030,HOSP02,-,Morning,Contract,2.8,True
STF00672,Medical Officer,DEP0004,HOSP01,General,Evening,Permanent,11.0,True
STF00673,Staff Nurse,DEP0096,HOSP05,-,Rotating,Permanent,5.1,True
STF00674,Resident Doctor,DEP0093,HOSP05,Surgeon,Morning,Contract,8.8,True
STF00675,Staff Nurse,DEP0012,HOSP01,-,Morning,Visiting,2.8,True
STF00676,Staff Nurse,DEP0023,HOSP02,-,Morning,Intern,9.6,True
STF00677,Lab Technician,DEP0084,HOSP04,-,Night,Permanent,5.8,True
STF00678,Senior Nurse,DEP0039,HOSP02,-,Morning,Intern,5.5,True
STF00679,Medical Officer,DEP0053,HOSP03,Cardiologist,Morning,Contract,11.8,True
STF00680,Staff Nurse,DEP0026,HOSP02,-,Evening,Permanent,8.2,True
STF00681,Medical Officer,DEP0070,HOSP04,General,Morning,Visiting,15.6,True
STF00682,Medical Officer,DEP0072,HOSP04,Orthopedic Surgeon,Morning,Permanent,7.6,False
STF00683,Staff Nurse,DEP0040,HOSP02,-,Evening,Permanent,3.4,False
STF00684,Pharmacist,DEP0089,HOSP05,-,Rotating,Permanent,4.0,True
STF00685,Resident Doctor,DEP0058,HOSP03,General,Evening,Intern,11.2,True
STF00686,Staff Nurse,DEP0052,HOSP03,-,Night,Permanent,2.7,True
STF00687,Senior Nurse,DEP0001,HOSP01,-,Morning,Permanent,7.8,True
STF00688,Staff Nurse,DEP0052,HOSP03,-,Rotating,Permanent,3.2,True
STF00689,Staff Nurse,DEP0023,HOSP02,-,Night,Contract,8.0,False
STF00690,Medical Officer,DEP0057,HOSP03,General,Morning,Permanent,8.5,True
STF00691,Support Staff,DEP0086,HOSP04,-,Evening,Permanent,3.7,True
STF00692,Staff Nurse,DEP0029,HOSP02,-,Morning,Permanent,10.4,True
STF00693,Staff Nurse,DEP0045,HOSP03,-,Evening,Permanent,2.5,True
STF00694,Staff Nurse,DEP0089,HOSP05,-,Morning,Permanent,10.4,True
STF00695,Lab Technician,DEP0067,HOSP04,-,Evening,Contract,1.9,True
STF00696,Consultant,DEP0013,HOSP01,General,Morning,Permanent,17.2,False
STF00697,Consultant,DEP0093,HOSP05,Surgeon,Night,Permanent,3.1,True
STF00698,Consultant,DEP0030,HOSP02,Pediatrician,Night,Contract,10.5,True
STF00699,Staff Nurse,DEP0048,HOSP03,-,Evening,Permanent,7.3,True
STF00700,Consultant,DEP0097,HOSP05,Cardiologist,Evening,Permanent,7.1,False
STF00701,Radiology Technician,DEP0096,HOSP05,-,Morning,Permanent,2.4,True
STF00702,Resident Doctor,DEP0003,HOSP01,General,Evening,Visiting,7.4,True
STF00703,Resident Doctor,DEP0038,HOSP02,General,Night,Contract,16.5,True
STF00704,Staff Nurse,DEP0007,HOSP01,-,Night,Permanent,13.6,True
STF00705,Consultant,DEP0004,HOSP01,General,Night,Permanent,13.3,True
STF00706,Resident Doctor,DEP0096,HOSP05,Pediatrician,Rotating,Permanent,12.9,True
STF00707,Staff Nurse,DEP0094,HOSP05,-,Night,Contract,14.3,True
STF00708,Senior Nurse,DEP0067,HOSP04,-,Morning,Contract,4.8,True
STF00709,Pharmacist,DEP0051,HOSP03,-,Morning,Permanent,9.7,True
STF00710,Staff Nurse,DEP0023,HOSP02,-,Morning,Permanent,2.8,True
STF00711,Resident Doctor,DEP0070,HOSP04,General,Rotating,Permanent,12.2,True
STF00712,Medical Officer,DEP0078,HOSP04,Oncologist,Night,Permanent,13.2,True
STF00713,Senior Nurse,DEP0072,HOSP04,-,Morning,Permanent,11.1,True
STF00714,Pharmacist,DEP0074,HOSP04,-,Evening,Permanent,5.1,True
STF00715,Staff Nurse,DEP0032,HOSP02,-,Morning,Contract,28.5,False
STF00716,Staff Nurse,DEP0002,HOSP01,-,Rotating,Visiting,1.5,True
STF00717,Staff Nurse,DEP0001,HOSP01,-,Morning,Permanent,1.4,True
STF00718,Medical Officer,DEP0068,HOSP04,Intensivist,Evening,Contract,8.5,True
STF00719,Staff Nurse,DEP0090,HOSP05,-,Rotating,Contract,1.3,True
STF00720,Medical Officer,DEP0006,HOSP01,Orthopedic Surgeon,Rotating,Permanent,2.7,True
STF00721,Lab Technician,DEP0044,HOSP02,-,Evening,Permanent,5.2,True
STF00722,Consultant,DEP0006,HOSP01,Orthopedic Surgeon,Evening,Permanent,1.8,True
STF00723,Support Staff,DEP0067,HOSP04,-,Rotating,Contract,3.3,True
STF00724,Medical Officer,DEP0005,HOSP01,Surgeon,Morning,Contract,5.5,True
STF00725,Medical Officer,DEP0090,HOSP05,Intensivist,Night,Permanent,1.6,True
STF00726,Medical Officer,DEP0051,HOSP03,Obstetrician,Night,Permanent,11.2,True
STF00727,Staff Nurse,DEP0063,HOSP03,-,Evening,Contract,2.6,True
STF00728,Staff Nurse,DEP0073,HOSP04,-,Rotating,Contract,5.0,True
STF00729,Staff Nurse,DEP0023,HOSP02,-,Rotating,Permanent,4.4,False
STF00730,Staff Nurse,DEP0007,HOSP01,-,Morning,Contract,18.0,True
STF00731,Staff Nurse,DEP0037,HOSP02,-,Rotating,Permanent,8.8,False
STF00732,Senior Nurse,DEP0092,HOSP05,-,Night,Permanent,1.2,True
STF00733,Medical Officer,DEP0046,HOSP03,Intensivist,Morning,Intern,16.9,False
STF00734,Consultant,DEP0031,HOSP02,Cardiologist,Morning,Permanent,13.7,True
STF00735,Staff Nurse,DEP0070,HOSP04,-,Evening,Permanent,12.4,True
STF00736,Resident Doctor,DEP0091,HOSP05,General,Morning,Permanent,14.3,True
STF00737,Resident Doctor,DEP0070,HOSP04,General,Morning,Permanent,3.8,True
STF00738,Senior Nurse,DEP0026,HOSP02,-,Morning,Contract,18.0,True
STF00739,Staff Nurse,DEP0048,HOSP03,-,Evening,Permanent,3.4,True
STF00740,Senior Nurse,DEP0010,HOSP01,-,Rotating,Contract,5.7,True
STF00741,Medical Officer,DEP0023,HOSP02,General,Night,Intern,9.0,True
STF00742,Senior Nurse,DEP0067,HOSP04,-,Night,Contract,3.3,False
STF00743,Resident Doctor,DEP0001,HOSP01,General,Morning,Contract,3.9,True
STF00744,Medical Officer,DEP0095,HOSP05,Obstetrician,Morning,Permanent,6.6,True
STF00745,Resident Doctor,DEP0023,HOSP02,General,Night,Intern,2.7,True
STF00746,Staff Nurse,DEP0093,HOSP05,-,Morning,Permanent,17.4,True
STF00747,Radiology Technician,DEP0029,HOSP02,-,Morning,Permanent,5.7,True
STF00748,Resident Doctor,DEP0077,HOSP04,Nephrologist,Evening,Contract,2.1,True
STF00749,Medical Officer,DEP0069,HOSP04,General,Rotating,Permanent,2.4,True
STF00750,Senior Nurse,DEP0001,HOSP01,-,Morning,Permanent,15.1,False
STF00751,Senior Nurse,DEP0006,HOSP01,-,Rotating,Permanent,3.4,True
STF00752,Resident Doctor,DEP0090,HOSP05,Intensivist,Rotating,Contract,7.7,True
STF00753,Staff Nurse,DEP0071,HOSP04,-,Morning,Permanent,9.2,True
STF00754,Staff Nurse,DEP0001,HOSP01,-,Morning,Permanent,6.1,True
STF00755,Support Staff,DEP0046,HOSP03,-,Morning,Permanent,7.6,True
STF00756,Consultant,DEP0009,HOSP01,Cardiologist,Evening,Permanent,8.2,True
STF00757,Resident Doctor,DEP0054,HOSP03,Neurologist,Morning,Contract,0.9,True
STF00758,Lab Technician,DEP0005,HOSP01,-,Night,Contract,5.7,True
STF00759,Support Staff,DEP0095,HOSP05,-,Morning,Permanent,8.0,True
STF00760,Resident Doctor,DEP0097,HOSP05,Cardiologist,Rotating,Permanent,6.7,True
STF00761,Resident Doctor,DEP0002,HOSP01,Intensivist,Evening,Contract,13.6,True
STF00762,Staff Nurse,DEP0067,HOSP04,-,Night,Permanent,8.6,True
STF00763,Resident Doctor,DEP0027,HOSP02,Surgeon,Morning,Permanent,17.8,True
STF00764,Resident Doctor,DEP0054,HOSP03,Neurologist,Morning,Contract,6.3,True
STF00765,Resident Doctor,DEP0097,HOSP05,Cardiologist,Night,Permanent,13.2,True
STF00766,Medical Officer,DEP0045,HOSP03,General,Morning,Contract,8.1,True
STF00767,Staff Nurse,DEP0053,HOSP03,-,Night,Contract,4.2,True
STF00768,Staff Nurse,DEP0094,HOSP05,-,Morning,Contract,2.4,True
STF00769,Senior Nurse,DEP0076,HOSP04,-,Morning,Intern,2.6,True
STF00770,Medical Officer,DEP0004,HOSP01,General,Rotating,Contract,0.9,True
STF00771,Resident Doctor,DEP0098,HOSP05,Neurologist,Night,Permanent,8.6,True
STF00772,Medical Officer,DEP0029,HOSP02,Obstetrician,Morning,Contract,4.0,True
STF00773,Medical Officer,DEP0094,HOSP05,Orthopedic Surgeon,Morning,Permanent,6.9,True
STF00774,Medical Officer,DEP0071,HOSP04,Surgeon,Rotating,Permanent,1.3,True
STF00775,Pharmacist,DEP0024,HOSP02,-,Rotating,Permanent,8.8,True
STF00776,Staff Nurse,DEP0005,HOSP01,-,Night,Permanent,1.3,False
STF00777,Lab Technician,DEP0074,HOSP04,-,Morning,Permanent,5.9,True
STF00778,Lab Technician,DEP0090,HOSP05,-,Morning,Permanent,5.6,True
STF00779,Medical Officer,DEP0093,HOSP05,Surgeon,Rotating,Contract,3.1,False
STF00780,Medical Officer,DEP0025,HOSP02,General,Night,Intern,3.5,True
STF00781,Resident Doctor,DEP0089,HOSP05,General,Evening,Contract,6.5,True
STF00782,Lab Technician,DEP0067,HOSP04,-,Morning,Permanent,38.1,True
STF00783,Staff Nurse,DEP0048,HOSP03,-,Evening,Permanent,14.4,True
STF00784,Medical Officer,DEP0032,HOSP02,Neurologist,Rotating,Contract,2.6,True
STF00785,Radiology Technician,DEP0093,HOSP05,-,Morning,Permanent,7.2,True
STF00786,Support Staff,DEP0036,HOSP02,-,Morning,Permanent,6.8,True
STF00787,Staff Nurse,DEP0092,HOSP05,-,Rotating,Permanent,3.6,True
STF00788,Support Staff,DEP0045,HOSP03,-,Night,Permanent,3.5,True
STF00789,Consultant,DEP0028,HOSP02,Orthopedic Surgeon,Rotating,Permanent,10.4,True
STF00790,Staff Nurse,DEP0068,HOSP04,-,Evening,Permanent,13.1,True
STF00791,Support Staff,DEP0009,HOSP01,-,Morning,Permanent,4.2,True
STF00792,Lab Technician,DEP0064,HOSP03,-,Evening,Permanent,15.7,True
STF00793,Consultant,DEP0064,HOSP03,General,Rotating,Contract,4.1,True
STF00794,Staff Nurse,DEP0096,HOSP05,-,Rotating,Permanent,5.4,True
STF00795,Consultant,DEP0004,HOSP01,General,Rotating,Permanent,12.6,True
STF00796,Staff Nurse,DEP0095,HOSP05,-,Evening,Visiting,4.9,True
STF00797,Senior Nurse,DEP0026,HOSP02,-,Rotating,Permanent,2.9,True
STF00798,Medical Officer,DEP0008,HOSP01,Pediatrician,Morning,Permanent,10.4,True
STF00799,Lab Technician,DEP0088,HOSP04,-,Rotating,Contract,9.1,True
STF00800,Senior Nurse,DEP0051,HOSP03,-,Morning,Contract,4.6,True
STF00801,Medical Officer,DEP0045,HOSP03,General,Night,Contract,7.5,True
STF00802,Staff Nurse,DEP0070,HOSP04,-,Morning,Contract,4.1,True
STF00803,Staff Nurse,DEP0007,HOSP01,-,Night,Contract,6.8,True
STF00804,Staff Nurse,DEP0093,HOSP05,-,Morning,Permanent,26.0,False
STF00805,Staff Nurse,DEP0049,HOSP03,-,Rotating,Permanent,10.8,True
STF00806,Support Staff,DEP0030,HOSP02,-,Morning,Permanent,2.5,True
STF00807,Resident Doctor,DEP0067,HOSP04,General,Night,Contract,18.7,True
STF00808,Medical Officer,DEP0096,HOSP05,Pediatrician,Morning,Permanent,7.0,False
STF00809,Consultant,DEP0048,HOSP03,General,Evening,Permanent,2.7,True
STF00810,Staff Nurse,DEP0051,HOSP03,-,Morning,Contract,3.4,True
STF00811,Senior Nurse,DEP0072,HOSP04,-,Rotating,Permanent,2.1,True
STF00812,Support Staff,DEP0072,HOSP04,-,Morning,Permanent,10.3,True
STF00813,Staff Nurse,DEP0071,HOSP04,-,Morning,Visiting,13.3,True
STF00814,Support Staff,DEP0074,HOSP04,-,Night,Permanent,13.1,True
STF00815,Lab Technician,DEP0052,HOSP03,-,Evening,Permanent,5.2,True
STF00816,Resident Doctor,DEP0042,HOSP02,General,Morning,Permanent,1.5,True
STF00817,Staff Nurse,DEP0004,HOSP01,-,Morning,Contract,10.3,True
STF00818,Consultant,DEP0090,HOSP05,Intensivist,Rotating,Intern,12.2,False
STF00819,Resident Doctor,DEP0067,HOSP04,General,Night,Permanent,5.4,True
STF00820,Support Staff,DEP0050,HOSP03,-,Morning,Contract,8.7,True
STF00821,Lab Technician,DEP0071,HOSP04,-,Night,Permanent,15.3,True
STF00822,Staff Nurse,DEP0004,HOSP01,-,Evening,Contract,11.2,True
STF00823,Senior Nurse,DEP0031,HOSP02,-,Night,Intern,1.8,False
STF00824,Staff Nurse,DEP0010,HOSP01,-,Evening,Contract,2.5,True
STF00825,Lab Technician,DEP0007,HOSP01,-,Morning,Contract,2.0,True
STF00826,Pharmacist,DEP0093,HOSP05,-,Rotating,Permanent,3.2,True
STF00827,Resident Doctor,DEP0035,HOSP02,General,Evening,Permanent,3.2,True
STF00828,Medical Officer,DEP0002,HOSP01,Intensivist,Rotating,Visiting,9.2,True
STF00829,Senior Nurse,DEP0045,HOSP03,-,Morning,Permanent,6.0,True
STF00830,Support Staff,DEP0070,HOSP04,-,Night,Permanent,13.5,True
STF00831,Radiology Technician,DEP0027,HOSP02,-,Morning,Permanent,2.3,True
STF00832,Consultant,DEP0026,HOSP02,General,Morning,Permanent,16.7,True
STF00833,Staff Nurse,DEP0004,HOSP01,-,Night,Permanent,4.1,True
STF00834,Staff Nurse,DEP0102,HOSP05,-,Evening,Visiting,5.3,True
STF00835,Medical Officer,DEP0052,HOSP03,Pediatrician,Evening,Permanent,5.8,True
STF00836,Staff Nurse,DEP0046,HOSP03,-,Rotating,Permanent,7.8,True
STF00837,Consultant,DEP0014,HOSP01,General,Rotating,Intern,5.1,True
STF00838,Radiology Technician,DEP0070,HOSP04,-,Evening,Contract,21.5,True
STF00839,Consultant,DEP0070,HOSP04,General,Morning,Permanent,7.4,True
STF00840,Medical Officer,DEP0085,HOSP04,General,Morning,Contract,14.1,True
STF00841,Senior Nurse,DEP0005,HOSP01,-,Morning,Contract,9.8,True
STF00842,Medical Officer,DEP0074,HOSP04,Pediatrician,Evening,Contract,11.0,True
STF00843,Senior Nurse,DEP0029,HOSP02,-,Rotating,Permanent,4.0,True
STF00844,Resident Doctor,DEP0053,HOSP03,Cardiologist,Night,Contract,16.7,True
STF00845,Staff Nurse,DEP0091,HOSP05,-,Night,Contract,7.4,False
STF00846,Support Staff,DEP0023,HOSP02,-,Night,Permanent,4.8,True
STF00847,Staff Nurse,DEP0073,HOSP04,-,Morning,Permanent,3.3,True
STF00848,Staff Nurse,DEP0067,HOSP04,-,Rotating,Permanent,1.3,True
STF00849,Senior Nurse,DEP0073,HOSP04,-,Evening,Intern,2.2,True
STF00850,Staff Nurse,DEP0067,HOSP04,-,Night,Permanent,14.6,True
STF00851,Support Staff,DEP0001,HOSP01,-,Evening,Permanent,7.3,True
STF00852,Staff Nurse,DEP0071,HOSP04,-,Morning,Permanent,4.4,False
STF00853,Consultant,DEP0049,HOSP03,Surgeon,Evening,Visiting,3.4,True
STF00854,Lab Technician,DEP0050,HOSP03,-,Night,Contract,10.0,True
STF00855,Support Staff,DEP0009,HOSP01,-,Night,Contract,7.6,True
STF00856,Radiology Technician,DEP0043,HOSP02,-,Morning,Permanent,7.2,True
STF00857,Staff Nurse,DEP0053,HOSP03,-,Evening,Contract,15.0,True
STF00858,Consultant,DEP0093,HOSP05,Surgeon,Morning,Permanent,3.3,False
STF00859,Medical Officer,DEP0072,HOSP04,Orthopedic Surgeon,Night,Contract,4.6,False
STF00860,Lab Technician,DEP0008,HOSP01,-,Evening,Permanent,6.5,True
STF00861,Staff Nurse,DEP0049,HOSP03,-,Night,Contract,13.2,False
STF00862,Staff Nurse,DEP0028,HOSP02,-,Rotating,Permanent,12.5,True
STF00863,Lab Technician,DEP0008,HOSP01,-,Morning,Contract,6.0,False
STF00864,Lab Technician,DEP0005,HOSP01,-,Morning,Contract,5.3,True
STF00865,Resident Doctor,DEP0092,HOSP05,General,Evening,Contract,12.3,False
STF00866,Staff Nurse,DEP0036,HOSP02,-,Evening,Permanent,4.7,True
STF00867,Pharmacist,DEP0058,HOSP03,-,Evening,Contract,12.4,True
STF00868,Staff Nurse,DEP0074,HOSP04,-,Morning,Visiting,5.7,True
STF00869,Resident Doctor,DEP0070,HOSP04,General,Rotating,Permanent,8.8,True
STF00870,Staff Nurse,DEP0094,HOSP05,-,Evening,Permanent,3.1,True
STF00871,Senior Nurse,DEP0092,HOSP05,-,Night,Permanent,11.6,True
STF00872,Radiology Technician,DEP0090,HOSP05,-,Rotating,Permanent,6.5,True
STF00873,Consultant,DEP0047,HOSP03,General,Morning,Contract,7.2,True
STF00874,Medical Officer,DEP0092,HOSP05,General,Evening,Visiting,11.0,True
STF00875,Radiology Technician,DEP0051,HOSP03,-,Morning,Permanent,4.8,True
STF00876,Resident Doctor,DEP0013,HOSP01,General,Morning,Visiting,7.4,True
STF00877,Medical Officer,DEP0073,HOSP04,Obstetrician,Rotating,Intern,3.7,False
STF00878,Lab Technician,DEP0045,HOSP03,-,Night,Visiting,5.7,False
STF00879,Lab Technician,DEP0049,HOSP03,-,Morning,Permanent,11.1,False
STF00880,Senior Nurse,DEP0081,HOSP04,-,Rotating,Permanent,11.6,True
STF00881,Lab Technician,DEP0005,HOSP01,-,Evening,Contract,13.5,True
STF00882,Staff Nurse,DEP0010,HOSP01,-,Morning,Permanent,18.5,True
STF00883,Medical Officer,DEP0006,HOSP01,Orthopedic Surgeon,Morning,Contract,13.1,True
STF00884,Lab Technician,DEP0095,HOSP05,-,Morning,Permanent,4.7,True
STF00885,Resident Doctor,DEP0108,HOSP05,General,Evening,Permanent,22.3,True
STF00886,Radiology Technician,DEP0023,HOSP02,-,Night,Visiting,10.1,True
STF00887,Resident Doctor,DEP0051,HOSP03,Obstetrician,Night,Permanent,9.8,True
STF00888,Medical Officer,DEP0074,HOSP04,Pediatrician,Morning,Contract,14.4,True
STF00889,Staff Nurse,DEP0008,HOSP01,-,Night,Contract,7.7,True
STF00890,Consultant,DEP0023,HOSP02,General,Evening,Contract,4.5,True
STF00891,Medical Officer,DEP0088,HOSP04,General,Night,Contract,29.5,False
STF00892,Lab Technician,DEP0089,HOSP05,-,Night,Permanent,2.6,True
STF00893,Consultant,DEP0058,HOSP03,General,Rotating,Permanent,2.3,True
STF00894,Medical Officer,DEP0047,HOSP03,General,Evening,Contract,15.6,True
STF00895,Senior Nurse,DEP0073,HOSP04,-,Rotating,Contract,6.1,True
STF00896,Resident Doctor,DEP0093,HOSP05,Surgeon,Morning,Permanent,13.1,True
STF00897,Senior Nurse,DEP0049,HOSP03,-,Morning,Contract,5.2,True
STF00898,Staff Nurse,DEP0061,HOSP03,-,Rotating,Visiting,4.8,True
STF00899,Medical Officer,DEP0077,HOSP04,Nephrologist,Morning,Permanent,14.7,True
STF00900,Pharmacist,DEP0067,HOSP04,-,Evening,Permanent,11.8,True
STF00901,Medical Officer,DEP0009,HOSP01,Cardiologist,Morning,Permanent,6.5,True
STF00902,Lab Technician,DEP0070,HOSP04,-,Rotating,Permanent,2.4,True
STF00903,Medical Officer,DEP0061,HOSP03,General,Rotating,Intern,9.0,True
STF00904,Resident Doctor,DEP0053,HOSP03,Cardiologist,Morning,Permanent,12.1,True
STF00905,Medical Officer,DEP0108,HOSP05,General,Night,Intern,5.0,True
STF00906,Senior Nurse,DEP0014,HOSP01,-,Evening,Contract,3.5,True
STF00907,Staff Nurse,DEP0045,HOSP03,-,Night,Permanent,17.5,False
STF00908,Senior Nurse,DEP0067,HOSP04,-,Morning,Contract,3.8,True
STF00909,Staff Nurse,DEP0004,HOSP01,-,Night,Contract,6.1,True
STF00910,Resident Doctor,DEP0046,HOSP03,Intensivist,Evening,Contract,9.2,True
STF00911,Staff Nurse,DEP0047,HOSP03,-,Morning,Contract,10.0,True
STF00912,Staff Nurse,DEP0031,HOSP02,-,Morning,Contract,9.0,True
STF00913,Staff Nurse,DEP0025,HOSP02,-,Rotating,Permanent,25.4,True
STF00914,Staff Nurse,DEP0060,HOSP03,-,Night,Permanent,6.7,True
STF00915,Consultant,DEP0051,HOSP03,Obstetrician,Rotating,Contract,7.9,True
STF00916,Medical Officer,DEP0001,HOSP01,General,Morning,Permanent,8.7,True
STF00917,Staff Nurse,DEP0049,HOSP03,-,Night,Permanent,7.2,True
STF00918,Staff Nurse,DEP0029,HOSP02,-,Morning,Contract,13.8,True
STF00919,Medical Officer,DEP0108,HOSP05,General,Morning,Contract,8.2,True
STF00920,Resident Doctor,DEP0012,HOSP01,Oncologist,Evening,Permanent,4.1,True
STF00921,Pharmacist,DEP0101,HOSP05,-,Rotating,Visiting,13.5,True
STF00922,Support Staff,DEP0096,HOSP05,-,Morning,Contract,1.1,True
STF00923,Medical Officer,DEP0100,HOSP05,Oncologist,Rotating,Permanent,11.3,True
STF00924,Medical Officer,DEP0059,HOSP03,General,Rotating,Permanent,2.1,True
STF00925,Consultant,DEP0006,HOSP01,Orthopedic Surgeon,Night,Permanent,6.3,True
STF00926,Staff Nurse,DEP0075,HOSP04,-,Evening,Contract,7.0,True
STF00927,Consultant,DEP0092,HOSP05,General,Morning,Permanent,3.4,True
STF00928,Consultant,DEP0040,HOSP02,General,Rotating,Visiting,20.2,True
STF00929,Medical Officer,DEP0052,HOSP03,Pediatrician,Night,Permanent,19.3,True
STF00930,Staff Nurse,DEP0005,HOSP01,-,Morning,Visiting,2.6,True
STF00931,Resident Doctor,DEP0036,HOSP02,General,Rotating,Visiting,7.4,True
STF00932,Pharmacist,DEP0009,HOSP01,-,Night,Contract,7.4,True
STF00933,Senior Nurse,DEP0076,HOSP04,-,Night,Permanent,7.0,True
STF00934,Medical Officer,DEP0045,HOSP03,General,Morning,Permanent,9.7,True
STF00935,Support Staff,DEP0095,HOSP05,-,Morning,Permanent,9.2,True
STF00936,Medical Officer,DEP0001,HOSP01,General,Morning,Contract,2.5,True
STF00937,Medical Officer,DEP0092,HOSP05,General,Evening,Permanent,5.3,True
STF00938,Senior Nurse,DEP0026,HOSP02,-,Night,Intern,1.6,True
STF00939,Staff Nurse,DEP0096,HOSP05,-,Rotating,Permanent,10.6,True
STF00940,Consultant,DEP0047,HOSP03,General,Morning,Permanent,8.9,True
STF00941,Staff Nurse,DEP0032,HOSP02,-,Evening,Permanent,5.3,True
STF00942,Staff Nurse,DEP0071,HOSP04,-,Evening,Permanent,8.1,True
STF00943,Resident Doctor,DEP0031,HOSP02,Cardiologist,Evening,Contract,6.8,True
STF00944,Pharmacist,DEP0026,HOSP02,-,Morning,Contract,4.8,True
STF00945,Staff Nurse,DEP0031,HOSP02,-,Morning,Contract,6.2,True
STF00946,Senior Nurse,DEP0007,HOSP01,-,Evening,Permanent,7.2,True
STF00947,Medical Officer,DEP0048,HOSP03,General,Morning,Permanent,2.5,True
STF00948,Staff Nurse,DEP0004,HOSP01,-,Rotating,Permanent,1.9,True
STF00949,Staff Nurse,DEP0075,HOSP04,-,Morning,Contract,6.3,True
STF00950,Staff Nurse,DEP0006,HOSP01,-,Morning,Intern,23.0,True
STF00951,Consultant,DEP0098,HOSP05,Neurologist,Evening,Permanent,3.1,True
STF00952,Support Staff,DEP0090,HOSP05,-,Rotating,Visiting,6.3,True
STF00953,Medical Officer,DEP0074,HOSP04,Pediatrician,Morning,Permanent,7.2,True
STF00954,Staff Nurse,DEP0103,HOSP05,-,Morning,Contract,7.8,True
STF00955,Staff Nurse,DEP0002,HOSP01,-,Morning,Permanent,3.6,True
STF00956,Medical Officer,DEP0100,HOSP05,Oncologist,Morning,Permanent,7.1,False
STF00957,Staff Nurse,DEP0001,HOSP01,-,Rotating,Contract,13.3,True
STF00958,Support Staff,DEP0045,HOSP03,-,Morning,Contract,18.5,True
STF00959,Lab Technician,DEP0001,HOSP01,-,Evening,Intern,11.3,True
STF00960,Senior Nurse,DEP0009,HOSP01,-,Evening,Permanent,5.7,True
STF00961,Staff Nurse,DEP0007,HOSP01,-,Rotating,Permanent,9.0,True
STF00962,Staff Nurse,DEP0029,HOSP02,-,Morning,Permanent,4.6,True
STF00963,Consultant,DEP0092,HOSP05,General,Morning,Contract,6.4,True
STF00964,Resident Doctor,DEP0045,HOSP03,General,Morning,Permanent,9.8,False
STF00965,Resident Doctor,DEP0030,HOSP02,Pediatrician,Morning,Permanent,14.0,True
STF00966,Consultant,DEP0096,HOSP05,Pediatrician,Morning,Permanent,4.2,True
STF00967,Staff Nurse,DEP0051,HOSP03,-,Morning,Permanent,1.9,False
STF00968,Staff Nurse,DEP0030,HOSP02,-,Rotating,Permanent,5.5,True
STF00969,Support Staff,DEP0089,HOSP05,-,Evening,Permanent,6.3,True
STF00970,Medical Officer,DEP0106,HOSP05,General,Rotating,Permanent,19.1,True
STF00971,Resident Doctor,DEP0052,HOSP03,Pediatrician,Rotating,Contract,5.3,True
STF00972,Medical Officer,DEP0051,HOSP03,Obstetrician,Night,Permanent,4.7,True
STF00973,Staff Nurse,DEP0067,HOSP04,-,Morning,Permanent,4.1,True
STF00974,Senior Nurse,DEP0011,HOSP01,-,Morning,Contract,10.4,True
STF00975,Medical Officer,DEP0026,HOSP02,General,Morning,Permanent,5.6,True
STF00976,Staff Nurse,DEP0072,HOSP04,-,Morning,Contract,12.5,False
STF00977,Resident Doctor,DEP0001,HOSP01,General,Morning,Permanent,19.2,True
STF00978,Consultant,DEP0001,HOSP01,General,Night,Contract,11.4,True
STF00979,Lab Technician,DEP0100,HOSP05,-,Evening,Permanent,4.8,False
STF00980,Resident Doctor,DEP0007,HOSP01,Obstetrician,Evening,Permanent,5.1,True
STF00981,Medical Officer,DEP0070,HOSP04,General,Night,Permanent,15.4,True
STF00982,Pharmacist,DEP0067,HOSP04,-,Rotating,Permanent,25.1,True
STF00983,Resident Doctor,DEP0045,HOSP03,General,Evening,Permanent,4.4,True
STF00984,Medical Officer,DEP0058,HOSP03,General,Morning,Intern,3.9,True
STF00985,Resident Doctor,DEP0035,HOSP02,General,Morning,Contract,2.0,True
STF00986,Staff Nurse,DEP0098,HOSP05,-,Rotating,Contract,7.1,True
STF00987,Medical Officer,DEP0045,HOSP03,General,Evening,Contract,13.0,True
STF00988,Medical Officer,DEP0046,HOSP03,Intensivist,Rotating,Permanent,8.0,True
STF00989,Consultant,DEP0092,HOSP05,General,Evening,Permanent,1.8,True
STF00990,Support Staff,DEP0069,HOSP04,-,Morning,Intern,9.0,True
STF00991,Senior Nurse,DEP0007,HOSP01,-,Morning,Permanent,10.3,True
STF00992,Staff Nurse,DEP0051,HOSP03,-,Morning,Intern,7.4,True
STF00993,Staff Nurse,DEP0001,HOSP01,-,Night,Contract,8.1,True
STF00994,Resident Doctor,DEP0096,HOSP05,Pediatrician,Rotating,Permanent,11.2,True
STF00995,Support Staff,DEP0027,HOSP02,-,Night,Permanent,3.1,True
STF00996,Radiology Technician,DEP0028,HOSP02,-,Evening,Contract,4.7,True
STF00997,Resident Doctor,DEP0026,HOSP02,General,Evening,Permanent,3.7,False
STF00998,Lab Technician,DEP0071,HOSP04,-,Rotating,Permanent,4.5,True
STF00999,Staff Nurse,DEP0067,HOSP04,-,Rotating,Contract,9.3,True
